,eyebrow,eye,nose,forehead
364,0.328286369,0.180766293,0.034363744,0.147521325
365,0.326172304,0.184789434,0.0336329,0.133039562
366,0.325009858,0.185005541,0.034949701,0.140518534
367,0.333120633,0.175053383,0.038112758,0.132950189
368,0.328504983,0.181607857,0.035749805,0.157362598
369,0.324087847,0.184491761,0.036482789,0.160906481
370,0.329586605,0.176159364,0.040312525,0.148860987
371,0.327973249,0.184406384,0.036873279,0.156856347
372,0.314475609,0.182809971,0.037854918,0.145163123
373,0.32419428,0.183642062,0.030451677,0.125539473
374,0.323122931,0.183025664,0.037015412,0.138123098
375,0.32425353,0.177767248,0.033842999,0.133566274
376,0.320702869,0.188044033,0.034491969,0.129221822
377,0.326476766,0.175841338,0.029657964,0.124097126
378,0.322902291,0.178784409,0.03567835,0.160750904
379,0.320539447,0.184288772,0.032790309,0.148752036
380,0.335087018,0.1801943,0.037169074,0.13881002
381,0.335873666,0.190103028,0.035549369,0.135736073
383,0.33494857,0.186932151,0.035477978,0.153609394
384,0.344684161,0.18143306,0.032012698,0.13285004
385,0.316376778,0.183271053,0.036947234,0.150875895
386,0.323058498,0.183254853,0.029197848,0.123663987
388,0.313458862,0.188704427,0.033589325,0.14738032
389,0.320535959,0.186057077,0.036107435,0.141143818
390,0.329273018,0.183714098,0.030191116,0.127705529
391,0.326836244,0.192831682,0.034301723,0.153929453
393,0.349056242,0.181388314,0.036413133,0.134693057
394,0.323686584,0.170458431,0.036871657,0.148407136
395,0.330856873,0.191361029,0.033504189,0.15235398
396,0.323576141,0.180646037,0.035712391,0.144334239
397,0.321097934,0.176644439,0.033268992,0.13169449
398,0.315831039,0.188851598,0.039248996,0.148122136
399,0.321801551,0.17197049,0.037816665,0.140753356
400,0.329782445,0.174219083,0.033372783,0.131496223
401,0.335334245,0.180324976,0.034142487,0.146444954
402,0.327455986,0.186842698,0.040785585,0.146710227
403,0.338662865,0.189822154,0.041127638,0.16031051
404,0.333176714,0.188855079,0.031595045,0.136315879
405,0.336112838,0.180011438,0.034859599,0.143714457
406,0.331847458,0.183128581,0.034324677,0.142801194
407,0.328346899,0.174413398,0.037723627,0.134581139
408,0.317555909,0.179739675,0.036698531,0.139342448
410,0.332826014,0.190999617,0.030844469,0.131638403
411,0.332540835,0.186154974,0.034815408,0.140710107
413,0.330583789,0.190426842,0.036252075,0.153316696
414,0.323850088,0.186544483,0.031899595,0.146913961
415,0.327738865,0.196176671,0.039993979,0.161243298
416,0.322638524,0.186633017,0.036363964,0.143611469
417,0.329411346,0.175581766,0.04106075,0.138540162
418,0.325449222,0.186057412,0.033575807,0.133097406
419,0.324868082,0.194153877,0.041948237,0.152191323
420,0.333070098,0.1884533,0.039443964,0.151205426
421,0.323915011,0.177372265,0.040110576,0.151348688
422,0.329001748,0.182784567,0.038804726,0.139372906
423,0.328807713,0.194192027,0.039199819,0.149775473
424,0.331576932,0.185002809,0.030709731,0.152368796
425,0.328177127,0.187107704,0.033666262,0.13912293
426,0.33520351,0.194277768,0.036928473,0.152351112
427,0.336245334,0.183201105,0.038130989,0.151710664
428,0.319422015,0.172106977,0.035808179,0.142197871
429,0.326353484,0.18247755,0.030360302,0.122162423
430,0.332449801,0.1847403,0.034445749,0.139581453
431,0.311752162,0.187634625,0.031783243,0.133939346
432,0.336155203,0.192356218,0.037809056,0.148008999
433,0.327874442,0.178197082,0.035524223,0.152841466
434,0.331470449,0.182677164,0.034306474,0.142337921
435,0.330239716,0.186140227,0.033486945,0.146580491
436,0.33777806,0.188580298,0.038470186,0.159986674
437,0.322099029,0.181427518,0.037785685,0.1529498
438,0.33392891,0.184393668,0.033242544,0.139402094
439,0.321452216,0.179744465,0.03432722,0.148267059
440,0.330451017,0.183035698,0.035926477,0.148267674
441,0.32957851,0.185645243,0.038042818,0.148906998
442,0.331594074,0.181088725,0.035080253,0.13981278
443,0.324404584,0.182378639,0.034040372,0.153782731
444,0.327795789,0.189874396,0.034905674,0.136327632
445,0.318106016,0.186067905,0.036356154,0.145198385
446,0.324474733,0.188461995,0.035580766,0.144068516
447,0.327616537,0.183367277,0.035399777,0.151742217
449,0.327981639,0.180007668,0.030833784,0.128733634
450,0.329790906,0.193300825,0.035150866,0.150197364
451,0.330592462,0.184629642,0.033969602,0.148899612
452,0.333083249,0.182515156,0.03954357,0.154166365
453,0.313195501,0.189388145,0.037004482,0.14670011
454,0.32370909,0.183130672,0.031720204,0.150004088
455,0.324694273,0.191060285,0.038142329,0.163228353
456,0.316653871,0.181933562,0.032770725,0.14228476
458,0.321890478,0.18203055,0.035215592,0.155547574
459,0.323629254,0.191038193,0.038895493,0.15453613
460,0.32656677,0.189653018,0.037504834,0.149070843
461,0.332731346,0.189501976,0.033061311,0.152927065
463,0.346527672,0.195273015,0.03686115,0.14464789
464,0.317322919,0.191403005,0.032339883,0.143088857
465,0.324633762,0.184855514,0.037008249,0.147102992
466,0.325383664,0.18331071,0.031595478,0.146878312
467,0.317169427,0.181631149,0.033489458,0.141827391
468,0.326858167,0.19012633,0.037593071,0.14986958
469,0.315921051,0.181143314,0.036058561,0.150389472
471,0.33056524,0.174306692,0.027253901,0.117097104
472,0.31839424,0.187838757,0.036594281,0.141856298
473,0.339007338,0.1864443,0.034914875,0.153993738
474,0.327992858,0.185830555,0.03579842,0.154222534
475,0.330225472,0.193049035,0.031721563,0.147089333
476,0.328997307,0.17819038,0.034430586,0.13652263
477,0.316333109,0.182719549,0.035407995,0.146676148
478,0.317016287,0.184694366,0.039487278,0.152632712
480,0.321702957,0.188390915,0.035252269,0.144402821
481,0.31850067,0.184121455,0.034862787,0.134694528
483,0.330207704,0.186119701,0.037986861,0.152084823
484,0.318737174,0.183069498,0.032890436,0.137984221
485,0.331875199,0.186899389,0.040622934,0.149328362
487,0.334129953,0.181278125,0.037463826,0.138466921
489,0.321798116,0.182860838,0.029315742,0.130839023
490,0.328853808,0.18666374,0.036863075,0.150940415
491,0.320893435,0.180310541,0.033950858,0.142516103
492,0.334738756,0.190544317,0.03259083,0.136744604
493,0.327903241,0.178383565,0.035525309,0.156784955
494,0.337064743,0.187951858,0.035833677,0.137829164
495,0.328318803,0.18869407,0.036990759,0.15341087
496,0.318977646,0.179746848,0.036372065,0.147408676
497,0.326513455,0.184053415,0.036336412,0.156717789
498,0.339330853,0.192849951,0.042600051,0.159463642
499,0.317761096,0.186453307,0.035853851,0.14107307
500,0.326759811,0.196177742,0.037742623,0.152667074
502,0.323638273,0.179438765,0.030766552,0.127675741
503,0.333600717,0.175361425,0.038434718,0.152681452
504,0.320890247,0.17768805,0.037113077,0.15180452
505,0.327148151,0.185393609,0.037109095,0.152387426
506,0.332276704,0.186791151,0.031937883,0.136040676
507,0.322515136,0.193579261,0.042545906,0.151043124
508,0.352726881,0.18814135,0.036693755,0.136383414
509,0.338509827,0.188823302,0.039530784,0.149589714
510,0.323436854,0.180888993,0.041114239,0.155652945
511,0.343715912,0.193218533,0.039621306,0.137761898
512,0.347853784,0.187900687,0.033866937,0.130182746
513,0.319589203,0.183191689,0.03277111,0.136983886
514,0.342036389,0.190844694,0.038938394,0.151777084
515,0.327253692,0.19030833,0.041315817,0.140645295
516,0.321028081,0.182273452,0.038281397,0.144519712
517,0.339528799,0.179695304,0.034136752,0.147460093
518,0.319819122,0.177880341,0.036382423,0.148126677
520,0.344614674,0.185386212,0.035264488,0.140564704
521,0.326150516,0.187525586,0.036403652,0.149977902
522,0.344909989,0.189206564,0.042888718,0.16019195
523,0.327944039,0.176622353,0.029735087,0.129404011
526,0.319601877,0.185111603,0.03637837,0.136276513
527,0.336869099,0.188308872,0.036957462,0.148088326
528,0.334599466,0.189475079,0.03134858,0.141531033
529,0.328302252,0.180176456,0.031815151,0.144382093
530,0.326650672,0.182547177,0.029174411,0.148915702
531,0.323902789,0.179017073,0.035365088,0.140432175
532,0.327384487,0.184434129,0.032852543,0.140555508
533,0.332428431,0.18092876,0.034979656,0.150885739
534,0.318604594,0.174263261,0.031894154,0.140843441
535,0.332720073,0.180610302,0.031565302,0.135921444
536,0.337323027,0.193054859,0.035945495,0.161634467
537,0.32907606,0.189474994,0.035942826,0.141108497
538,0.320943318,0.18143337,0.040546402,0.154957155
539,0.331034867,0.186682903,0.036744469,0.139988183
540,0.315744016,0.178267728,0.0343537,0.145782849
541,0.334003811,0.176766982,0.035549011,0.144263891
542,0.318249502,0.177937653,0.034209638,0.133675059
543,0.322183678,0.17969401,0.039975627,0.151448211
544,0.327959022,0.18173878,0.034525961,0.140025027
545,0.332389172,0.191796529,0.036229414,0.156393188
546,0.330837515,0.191301773,0.034815605,0.153793183
547,0.329285094,0.187902853,0.037890024,0.157447721
548,0.337906795,0.184180468,0.035036634,0.148107694
549,0.327621525,0.182096693,0.040120309,0.144567571
550,0.32600684,0.185840203,0.032468867,0.13536877
551,0.322085713,0.179235513,0.037806433,0.141644459
552,0.319224656,0.187346877,0.040518915,0.147077114
553,0.320824023,0.178217641,0.034339948,0.138476068
554,0.320644917,0.188982427,0.031642636,0.145236317
555,0.323823003,0.174607253,0.029792161,0.143066241
556,0.325387965,0.194018032,0.03663206,0.152667966
557,0.31227647,0.180285657,0.039220409,0.156470948
558,0.326639987,0.182528109,0.033274543,0.140647892
559,0.334423294,0.183126118,0.039282995,0.148972752
561,0.329662783,0.186649681,0.034953361,0.153174008
562,0.328308944,0.175254461,0.033000724,0.147548007
563,0.327049179,0.187035423,0.040774041,0.154816522
564,0.330426323,0.184123065,0.031593487,0.144525803
565,0.330468188,0.192150387,0.036109551,0.14093594
566,0.311941632,0.178466796,0.033774963,0.138709622
567,0.321761227,0.187715243,0.040600734,0.150194071
568,0.326002879,0.189458783,0.035966897,0.1495725
569,0.328172742,0.182139907,0.036629954,0.138607535
570,0.333498624,0.190710073,0.031184785,0.138661412
571,0.330965159,0.189928519,0.033655264,0.146289663
572,0.325667377,0.173245381,0.039864576,0.142135957
573,0.343581054,0.193960231,0.035810169,0.139624648
574,0.334341307,0.190504316,0.042071315,0.151730652
575,0.318075482,0.192427895,0.034758779,0.143105965
